"Accession_title","UID","Species","Length","Location"
"HQ428115Barbicambarus cornutus isolate 252 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial","311977056","Barbicambarus cornutus","630","252"
"JX441373Procambarus clarkii haplotype S cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","478896964","Procambarus clarkii","663","S"
"JX441372Procambarus clarkii haplotype R cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","478896962","Procambarus clarkii","663","R"
"JX441371Procambarus clarkii haplotype Q cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","478896960","Procambarus clarkii","663","Q"
"JX441370Procambarus clarkii haplotype C cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","478896958","Procambarus clarkii","663","C|USA: Louisiana"
"JX441369Procambarus clarkii haplotype P cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","478896956","Procambarus clarkii","663","P"
"JX441368Procambarus clarkii haplotype N cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","478896954","Procambarus clarkii","663","N"
"JX441367Procambarus clarkii haplotype O cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","478896952","Procambarus clarkii","663","O"
"JX441366Procambarus clarkii haplotype H cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","478896950","Procambarus clarkii","663","H|USA: Louisiana"
"JX441365Procambarus clarkii haplotype M cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","478896948","Procambarus clarkii","663","M"
"KX450774Procambarus clarkii isolate CUS101 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034861","Procambarus clarkii","810","CUS101"
"KX450773Procambarus clarkii isolate CUS100 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034859","Procambarus clarkii","810","CUS100"
"KX450772Procambarus clarkii isolate CUS099 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034857","Procambarus clarkii","810","CUS099"
"KX450771Procambarus clarkii isolate CUS098 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034855","Procambarus clarkii","810","CUS098"
"KX450770Procambarus clarkii isolate CUS094 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034853","Procambarus clarkii","810","CUS094"
"KX450769Procambarus clarkii isolate CUS093 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034851","Procambarus clarkii","810","CUS093"
"KX450768Procambarus clarkii isolate CUS092 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034849","Procambarus clarkii","810","CUS092"
"KX450767Procambarus clarkii isolate CUS091 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034847","Procambarus clarkii","810","CUS091"
"KX450766Procambarus clarkii isolate CUS090 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034845","Procambarus clarkii","810","CUS090"
"KX450765Procambarus clarkii isolate CUS089 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034843","Procambarus clarkii","810","CUS089"
"KX450764Procambarus clarkii isolate CUS088 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034841","Procambarus clarkii","810","CUS088"
"KX450763Procambarus clarkii isolate CUS087 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034839","Procambarus clarkii","810","CUS087"
"KX450762Procambarus clarkii isolate CUS086 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034837","Procambarus clarkii","810","CUS086"
"KX450761Procambarus clarkii isolate CUS085 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034835","Procambarus clarkii","810","CUS085"
"KX450760Procambarus clarkii isolate CUS084 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034833","Procambarus clarkii","810","CUS084"
"KX450759Procambarus clarkii isolate CUS083 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034831","Procambarus clarkii","810","CUS083"
"KX450758Procambarus clarkii isolate CUS082 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034829","Procambarus clarkii","810","CUS082"
"KX450757Procambarus clarkii isolate CUS081 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034827","Procambarus clarkii","810","CUS081"
"KX450756Procambarus clarkii isolate CUS080 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034825","Procambarus clarkii","810","CUS080"
"KX450755Procambarus clarkii isolate CUS079 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034823","Procambarus clarkii","810","CUS079"
"KX450754Procambarus clarkii isolate CUS077 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034821","Procambarus clarkii","810","CUS077"
"KX450753Procambarus clarkii isolate CUS075 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034819","Procambarus clarkii","810","CUS075"
"KX450752Procambarus clarkii isolate CUS074 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034817","Procambarus clarkii","810","CUS074"
"KX450751Procambarus clarkii isolate CUS073 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034815","Procambarus clarkii","810","CUS073"
"KX450750Procambarus clarkii isolate CUS072 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034813","Procambarus clarkii","810","CUS072"
"KX450749Procambarus clarkii isolate CUS071 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034811","Procambarus clarkii","810","CUS071"
"KX450748Procambarus clarkii isolate CUS070 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034809","Procambarus clarkii","810","CUS070"
"KX450747Procambarus clarkii isolate CUS067 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034807","Procambarus clarkii","810","CUS067"
"KX450746Procambarus clarkii isolate CUS066 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034805","Procambarus clarkii","810","CUS066"
"KX450745Procambarus clarkii isolate CUS065 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034803","Procambarus clarkii","810","CUS065"
"KX450744Procambarus clarkii isolate CUS064 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034801","Procambarus clarkii","810","CUS064"
"KX450743Procambarus clarkii isolate CUS063 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034799","Procambarus clarkii","810","CUS063"
"KX450742Procambarus clarkii isolate CUS062 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034797","Procambarus clarkii","810","CUS062"
"KX450741Procambarus clarkii isolate CUS061 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034795","Procambarus clarkii","810","CUS061"
"KX450740Procambarus clarkii isolate CUS060 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034793","Procambarus clarkii","810","CUS060"
"KX450739Procambarus clarkii isolate CUS059 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034791","Procambarus clarkii","810","CUS059"
"KX450738Procambarus clarkii isolate CUS058 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034789","Procambarus clarkii","810","CUS058"
"KX450737Procambarus clarkii isolate CUS056 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034787","Procambarus clarkii","810","CUS056"
"KX450736Procambarus clarkii isolate CUS055 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034785","Procambarus clarkii","810","CUS055"
"KX450735Procambarus clarkii isolate CUS054 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034783","Procambarus clarkii","810","CUS054"
"KX450734Procambarus clarkii isolate CUS053 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034781","Procambarus clarkii","810","CUS053"
"KX450733Procambarus clarkii isolate CUS051 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034779","Procambarus clarkii","810","CUS051"
"KX450732Procambarus clarkii isolate CUS050 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034777","Procambarus clarkii","810","CUS050"
"KX450731Procambarus clarkii isolate CUS049 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034775","Procambarus clarkii","810","CUS049"
"KX450730Procambarus clarkii isolate CUS048 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034773","Procambarus clarkii","810","CUS048"
"KX450729Procambarus clarkii isolate CUS047 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034771","Procambarus clarkii","810","CUS047"
"KX450728Procambarus clarkii isolate CUS046 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034769","Procambarus clarkii","810","CUS046"
"KX450727Procambarus clarkii isolate CUS045 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034767","Procambarus clarkii","810","CUS045"
"KX450726Procambarus clarkii isolate CUS043 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034765","Procambarus clarkii","810","CUS043"
"KX450725Procambarus clarkii isolate CUS042 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034763","Procambarus clarkii","810","CUS042"
"KX450724Procambarus clarkii isolate CUS040 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034761","Procambarus clarkii","810","CUS040"
"KX450723Procambarus clarkii isolate CUS039 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034759","Procambarus clarkii","810","CUS039"
"KX450722Procambarus clarkii isolate CUS038 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034757","Procambarus clarkii","810","CUS038"
"KX450721Procambarus clarkii isolate CUS037 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034755","Procambarus clarkii","810","CUS037"
"KX450720Procambarus clarkii isolate CUS036 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034753","Procambarus clarkii","810","CUS036"
"KX450719Procambarus clarkii isolate CUS035 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034751","Procambarus clarkii","810","CUS035"
"KX450718Procambarus clarkii isolate CUS034 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034749","Procambarus clarkii","810","CUS034"
"KX450717Procambarus clarkii isolate CUS033 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034747","Procambarus clarkii","810","CUS033"
"KX450716Procambarus clarkii isolate CUS032 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034745","Procambarus clarkii","810","CUS032"
"KX450715Procambarus clarkii isolate CUS031 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034743","Procambarus clarkii","810","CUS031"
"KX450714Procambarus clarkii isolate CUS030 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034741","Procambarus clarkii","810","CUS030"
"KX450713Procambarus clarkii isolate CUS020 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034739","Procambarus clarkii","810","CUS020"
"KX450712Procambarus clarkii isolate CUS019 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034737","Procambarus clarkii","810","CUS019"
"KX450711Procambarus clarkii isolate CUS018 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034735","Procambarus clarkii","810","CUS018"
"KX450710Procambarus clarkii isolate CUS015 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034733","Procambarus clarkii","810","CUS015"
"KX450709Procambarus clarkii isolate CUS014 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034731","Procambarus clarkii","810","CUS014"
"KX450708Procambarus clarkii isolate CUS013 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034729","Procambarus clarkii","810","CUS013"
"KX450707Procambarus clarkii isolate CUS012 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034727","Procambarus clarkii","810","CUS012"
"KX450706Procambarus clarkii isolate CUS011 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034725","Procambarus clarkii","810","CUS011"
"KX450705Procambarus clarkii isolate CUS004 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034723","Procambarus clarkii","810","CUS004"
"KX450704Procambarus clarkii isolate CUS003 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034721","Procambarus clarkii","810","CUS003"
"KX450703Procambarus clarkii isolate CUS002 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034719","Procambarus clarkii","810","CUS002"
"KX450702Procambarus clarkii isolate CUS001 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034717","Procambarus clarkii","810","CUS001"
"KX450701Procambarus clarkii isolate CRZA3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034715","Procambarus clarkii","810","CRZA3"
"KX450700Procambarus clarkii isolate CRZA2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034713","Procambarus clarkii","810","CRZA2"
"KX450699Procambarus clarkii isolate CRZA1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034711","Procambarus clarkii","810","CRZA1"
"KX450698Procambarus clarkii isolate CRRIB cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034709","Procambarus clarkii","810","CRRIB"
"KX450697Procambarus clarkii isolate CRDE4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034707","Procambarus clarkii","810","CRDE4"
"KX450696Procambarus clarkii isolate CRDE3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034705","Procambarus clarkii","810","CRDE3"
"KX450695Procambarus clarkii isolate CRDE2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034703","Procambarus clarkii","810","CRDE2"
"KX450694Procambarus clarkii isolate CR358 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034701","Procambarus clarkii","810","CR358"
"KX450693Procambarus clarkii isolate CR349 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034699","Procambarus clarkii","810","CR349"
"KX450692Procambarus clarkii isolate CR348 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034697","Procambarus clarkii","810","CR348"
"KX450691Procambarus clarkii isolate CR347 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034695","Procambarus clarkii","810","CR347"
"KX450690Procambarus clarkii isolate CR346 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034693","Procambarus clarkii","810","CR346"
"KX450689Procambarus clarkii isolate CR328 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034691","Procambarus clarkii","810","CR328"
"KX450688Procambarus clarkii isolate CR327 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034689","Procambarus clarkii","810","CR327"
"KX450687Procambarus clarkii isolate CR326 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034687","Procambarus clarkii","810","CR326"
"KX450686Procambarus clarkii isolate CR311 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034685","Procambarus clarkii","810","CR311"
"KX450685Procambarus clarkii isolate CR310 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034683","Procambarus clarkii","810","CR310"
"KX450684Procambarus clarkii isolate CR293 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034681","Procambarus clarkii","810","CR293"
"KX450683Procambarus clarkii isolate CR292 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034679","Procambarus clarkii","810","CR292"
"KX450682Procambarus clarkii isolate CR291 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034677","Procambarus clarkii","810","CR291"
"KX450681Procambarus clarkii isolate CR290 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034675","Procambarus clarkii","810","CR290"
"KX450680Procambarus clarkii isolate CR271 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1074034673","Procambarus clarkii","810","CR271"
